	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0025837										g18591	g18591						g18591	g18591	g18591
OG0025838										g18596	g18596						g18596	g18596	g18596
OG0025839										g18602	g18602						g18602	g18602	g18602
OG0025840										g18604	g18604						g18604	g18604	g18604
OG0025841										g18608	g18608						g18608	g18608	g18608
OG0025842										g18612	g18612						g18612	g18612	g18612
OG0025843										g18616	g18616						g18616	g18616	g18616
OG0025844										g18618	g18618						g18618	g18618	g18618
OG0025845										g18628	g18628						g18628	g18628	g18628
OG0025846										g18632	g18632						g18632	g18632	g18632
OG0025847										g18634	g18634						g18634	g18634	g18634
OG0025848										g18636	g18636						g18636	g18636	g18636
OG0025849										g18657	g18657						g18657	g18657	g18657
OG0025850										g18663	g18663						g18663	g18663	g18663
OG0025851										g18668	g18668						g18668	g18668	g18668
OG0025852										g18681	g18681						g18681	g18681	g18681
OG0025853										g18688	g18688						g18688	g18688	g18688
OG0025854										g18696	g18696						g18696	g18696	g18696
OG0025855										g18711	g18711						g18711	g18711	g18711
OG0025856										g18712	g18712						g18712	g18712	g18712
OG0025857										g18715	g18715						g18715	g18715	g18715
OG0025858										g18717	g18717						g18717	g18717	g18717
OG0025859										g18721	g18721						g18721	g18721	g18721
OG0025860										g18740	g18740						g18740	g18740	g18740
OG0025861										g18745	g18745						g18745	g18745	g18745
OG0025862										g18746	g18746						g18746	g18746	g18746
OG0025863										g18753	g18753						g18753	g18753	g18753
OG0025864										g18754	g18754						g18754	g18754	g18754
OG0025865										g18757	g18757						g18757	g18757	g18757
OG0025866										g18760	g18760						g18760	g18760	g18760
OG0025867										g18762	g18762						g18762	g18762	g18762
OG0025868										g18773	g18773						g18773	g18773	g18773
OG0025869										g18785	g18785						g18785	g18785	g18785
OG0025870										g18788	g18788						g18788	g18788	g18788
OG0025871										g18789	g18789						g18789	g18789	g18789
OG0025872										g18799	g18799						g18799	g18799	g18799
OG0025873										g18801	g18801						g18801	g18801	g18801
OG0025874										g18815	g18815						g18815	g18815	g18815
OG0025875										g18822	g18822						g18822	g18822	g18822
OG0025876										g18829	g18829						g18829	g18829	g18829
OG0025877										g18831	g18831						g18831	g18831	g18831
OG0025878										g18837	g18837						g18837	g18837	g18837
OG0025879										g18861	g18861						g18861	g18861	g18861
OG0025880										g18871	g18871						g18871	g18871	g18871
OG0025881										g18875	g18875						g18875	g18875	g18875
OG0025882										g18888	g18888						g18888	g18888	g18888
OG0025883										g18890	g18890						g18890	g18890	g18890
OG0025884										g18896	g18896						g18896	g18896	g18896
OG0025885										g18898	g18898						g18898	g18898	g18898
OG0025886										g18900	g18900						g18900	g18900	g18900
OG0025887										g18905	g18905						g18905	g18905	g18905
OG0025888										g18906	g18906						g18906	g18906	g18906
OG0025889										g18932	g18932						g18932	g18932	g18932
OG0025890										g18941	g18941						g18941	g18941	g18941
OG0025891										g18960	g18960						g18960	g18960	g18960
OG0025892										g18963	g18963						g18963	g18963	g18963
OG0025893										g18966	g18966						g18966	g18966	g18966
OG0025894										g18970	g18970						g18970	g18970	g18970
OG0025895										g18994	g18994						g18994	g18994	g18994
OG0025896										g18995	g18995						g18995	g18995	g18995
OG0025897										g18999	g18999						g18999	g18999	g18999
OG0025898										g19000	g19000						g19000	g19000	g19000
OG0025899										g19004	g19004						g19004	g19004	g19004
OG0025900										g19013	g19013						g19013	g19013	g19013
OG0025901										g19016	g19016						g19016	g19016	g19016
OG0025902										g19024	g19024						g19024	g19024	g19024
OG0025903										g19025	g19025						g19025	g19025	g19025
OG0025904										g19034	g19034						g19034	g19034	g19034
OG0025905										g19036	g19036						g19036	g19036	g19036
OG0025906										g19042	g19042						g19042	g19042	g19042
OG0025907										g19049	g19049						g19049	g19049	g19049
OG0025908										g19063	g19063						g19063	g19063	g19063
OG0025909										g19080	g19080						g19080	g19080	g19080
OG0025910										g19083	g19083						g19083	g19083	g19083
OG0025911										g19104	g19104						g19104	g19104	g19104
OG0025912										g19118	g19118						g19118	g19118	g19118
OG0025913										g19132	g19132						g19132	g19132	g19132
OG0025914										g19147	g19147						g19147	g19147	g19147
OG0025915										g19159	g19159						g19159	g19159	g19159
OG0025916										g19160	g19160						g19160	g19160	g19160
OG0025917										g19161	g19161						g19161	g19161	g19161
OG0025918										g19166	g19166						g19166	g19166	g19166
OG0025919										g19167	g19167						g19167	g19167	g19167
OG0025920										g19176	g19176						g19176	g19176	g19176
OG0025921										g19183	g19183						g19183	g19183	g19183
OG0025922										g19187	g19187						g19187	g19187	g19187
OG0025923										g19188	g19188						g19188	g19188	g19188
OG0025924										g19196	g19196						g19196	g19196	g19196
OG0025925										g19201	g19201						g19201	g19201	g19201
OG0025926										g19225	g19225						g19225	g19225	g19225
OG0025927										g19227	g19227						g19227	g19227	g19227
OG0025928										g19234	g19234						g19234	g19234	g19234
OG0025929										g19236	g19236						g19236	g19236	g19236
OG0025930										g19245	g19245						g19245	g19245	g19245
OG0025931										g19269	g19269						g19269	g19269	g19269
OG0025932										g19278	g19278						g19278	g19278	g19278
OG0025933										g19288	g19288						g19288	g19288	g19288
OG0025934										g19289	g19289						g19289	g19289	g19289
OG0025935										g19303	g19303						g19303	g19303	g19303
OG0025936										g19308	g19308						g19308	g19308	g19308
OG0025937										g19333	g19333						g19333	g19333	g19333
OG0025938										g19334	g19334						g19334	g19334	g19334
OG0025939										g19343	g19343						g19343	g19343	g19343
OG0025940										g19362	g19362						g19362	g19362	g19362
OG0025941										g19365	g19365						g19365	g19365	g19365
OG0025942										g19397	g19397						g19397	g19397	g19397
OG0025943										g19402	g19402						g19402	g19402	g19402
OG0025944										g19403	g19403						g19403	g19403	g19403
OG0025945										g19405	g19405						g19405	g19405	g19405
OG0025946										g19409	g19409						g19409	g19409	g19409
OG0025947										g19414	g19414						g19414	g19414	g19414
OG0025948										g19421	g19421						g19421	g19421	g19421
OG0025949										g19424	g19424						g19424	g19424	g19424
OG0025950										g19436	g19436						g19436	g19436	g19436
OG0025951										g19447	g19447						g19447	g19447	g19447
OG0025952										g19454	g19454						g19454	g19454	g19454
OG0025953										g19456	g19456						g19456	g19456	g19456
OG0025954										g19459	g19459						g19459	g19459	g19459
OG0025955										g19463	g19463						g19463	g19463	g19463
OG0025956										g19478	g19478						g19478	g19478	g19478
OG0025957										g19480	g19480						g19480	g19480	g19480
OG0025958										g19484	g19484						g19484	g19484	g19484
OG0025959										g19486	g19486						g19486	g19486	g19486
OG0025960										g19499	g19499						g19499	g19499	g19499
OG0025961										g19503	g19503						g19503	g19503	g19503
OG0025962										g19508	g19508						g19508	g19508	g19508
OG0025963										g19511	g19511						g19511	g19511	g19511
OG0025964										g19513	g19513						g19513	g19513	g19513
OG0025965										g19530	g19530						g19530	g19530	g19530
OG0025966										g19533	g19533						g19533	g19533	g19533
OG0025967										g19549	g19549						g19549	g19549	g19549
OG0025968										g19552	g19552						g19552	g19552	g19552
OG0025969										g19559	g19559						g19559	g19559	g19559
OG0025970										g19562	g19562						g19562	g19562	g19562
OG0025971										g19565	g19565						g19565	g19565	g19565
OG0025972										g19569	g19569						g19569	g19569	g19569
OG0025973										g19571	g19571						g19571	g19571	g19571
OG0025974										g19575	g19575						g19575	g19575	g19575
OG0025975										g19578	g19578						g19578	g19578	g19578
OG0025976										g19589	g19589						g19589	g19589	g19589
OG0025977										g19593	g19593						g19593	g19593	g19593
OG0025978										g19597	g19597						g19597	g19597	g19597
OG0025979										g19600	g19600						g19600	g19600	g19600
OG0025980										g19603	g19603						g19603	g19603	g19603
OG0025981										g19609	g19609						g19609	g19609	g19609
OG0025982										g19611	g19611						g19611	g19611	g19611
OG0025983										g19612	g19612						g19612	g19612	g19612
OG0025984										g19632	g19632						g19632	g19632	g19632
OG0025985										g19646	g19646						g19646	g19646	g19646
OG0025986										g19664	g19664						g19664	g19664	g19664
OG0025987										g19666	g19666						g19666	g19666	g19666
OG0025988										g19668	g19668						g19668	g19668	g19668
OG0025989										g19672	g19672						g19672	g19672	g19672
OG0025990										g19674	g19674						g19674	g19674	g19674
OG0025991										g19681	g19681						g19681	g19681	g19681
OG0025992										g19702	g19702						g19702	g19702	g19702
OG0025993										g19719	g19719						g19719	g19719	g19719
OG0025994										g19723	g19723						g19723	g19723	g19723
OG0025995										g19730	g19730						g19730	g19730	g19730
OG0025996										g19731	g19731						g19731	g19731	g19731
OG0025997										g19732	g19732						g19732	g19732	g19732
OG0025998										g19764	g19764						g19764	g19764	g19764
OG0025999										g19768	g19768						g19768	g19768	g19768
OG0026000										g19770	g19770						g19770	g19770	g19770
OG0026001										g19774	g19774						g19774	g19774	g19774
OG0026002										g19781	g19781						g19781	g19781	g19781
OG0026003										g19789	g19789						g19789	g19789	g19789
OG0026004										g19798	g19798						g19798	g19798	g19798
OG0026005										g19807	g19807						g19807	g19807	g19807
OG0026006										g19810	g19810						g19810	g19810	g19810
OG0026007										g19832	g19832						g19832	g19832	g19832
OG0026008										g19841	g19841						g19841	g19841	g19841
OG0026009										g19842	g19842						g19842	g19842	g19842
OG0026010										g19843	g19843						g19843	g19843	g19843
OG0026011										g19853	g19853						g19853	g19853	g19853
OG0026012										g19858	g19858						g19858	g19858	g19858
OG0026013										g19862	g19862						g19862	g19862	g19862
OG0026014										g19864	g19864						g19864	g19864	g19864
OG0026015										g19865	g19865						g19865	g19865	g19865
OG0026016										g19871	g19871						g19871	g19871	g19871
OG0026017										g19878	g19878						g19878	g19878	g19878
OG0026018										g19881	g19881						g19881	g19881	g19881
OG0026019										g19882	g19882						g19882	g19882	g19882
OG0026020										g19886	g19886						g19886	g19886	g19886
OG0026021										g19887	g19887						g19887	g19887	g19887
OG0026022										g19896	g19896						g19896	g19896	g19896
OG0026023										g19903	g19903						g19903	g19903	g19903
OG0026024										g19906	g19906						g19906	g19906	g19906
OG0026025										g19907	g19907						g19907	g19907	g19907
OG0026026										g19909	g19909						g19909	g19909	g19909
OG0026027										g19931	g19931						g19931	g19931	g19931
OG0026028										g19945	g19945						g19945	g19945	g19945
OG0026029										g19947	g19947						g19947	g19947	g19947
OG0026030										g19951	g19951						g19951	g19951	g19951
OG0026031										g19963	g19963						g19963	g19963	g19963
OG0026032										g19969	g19969						g19969	g19969	g19969
OG0026033										g19973	g19973						g19973	g19973	g19973
OG0026034										g19979	g19979						g19979	g19979	g19979
OG0026035										g19980	g19980						g19980	g19980	g19980
OG0026036										g19998	g19998						g19998	g19998	g19998
OG0026037										g20001	g20001						g20001	g20001	g20001
OG0026038										g20006	g20006						g20006	g20006	g20006
OG0026039										g20007	g20007						g20007	g20007	g20007
OG0026040										g20012	g20012						g20012	g20012	g20012
OG0026041										g20019	g20019						g20019	g20019	g20019
OG0026042										g20023	g20023						g20023	g20023	g20023
OG0026043										g20032	g20032						g20032	g20032	g20032
OG0026044										g20044	g20044						g20044	g20044	g20044
OG0026045										g20046	g20046						g20046	g20046	g20046
OG0026046										g20055	g20055						g20055	g20055	g20055
OG0026047										g20056	g20056						g20056	g20056	g20056
OG0026048										g20062	g20062						g20062	g20062	g20062
OG0026049										g20067	g20067						g20067	g20067	g20067
OG0026050										g20079	g20079						g20079	g20079	g20079
OG0026051										g20087	g20087						g20087	g20087	g20087
OG0026052										g20088	g20088						g20088	g20088	g20088
OG0026053										g20091	g20091						g20091	g20091	g20091
OG0026054										g20093	g20093						g20093	g20093	g20093
OG0026055										g20123	g20123						g20123	g20123	g20123
OG0026056										g20127	g20127						g20127	g20127	g20127
OG0026057										g20132	g20132						g20132	g20132	g20132
OG0026058										g20145	g20145						g20145	g20145	g20145
OG0026059										g20151	g20151						g20151	g20151	g20151
OG0026060										g20155	g20155						g20155	g20155	g20155
OG0026061										g20158	g20158						g20158	g20158	g20158
OG0026062										g20168	g20168						g20168	g20168	g20168
OG0026063										g20171	g20171						g20171	g20171	g20171
OG0026064										g20172	g20172						g20172	g20172	g20172
OG0026065										g20190	g20190						g20190	g20190	g20190
OG0026066										g20193	g20193						g20193	g20193	g20193
OG0026067										g20197	g20197						g20197	g20197	g20197
OG0026068										g20205	g20205						g20205	g20205	g20205
OG0026069										g20208	g20208						g20208	g20208	g20208
OG0026070										g20211	g20211						g20211	g20211	g20211
OG0026071										g20215	g20215						g20215	g20215	g20215
OG0026072										g20216	g20216						g20216	g20216	g20216
OG0026073										g20220	g20220						g20220	g20220	g20220
OG0026074										g20223	g20223						g20223	g20223	g20223
OG0026075										g20226	g20226						g20226	g20226	g20226
OG0026076										g20229	g20229						g20229	g20229	g20229
OG0026077										g20230	g20230						g20230	g20230	g20230
OG0026078										g20232	g20232						g20232	g20232	g20232
OG0026079										g20233	g20233						g20233	g20233	g20233
OG0026080										g20242	g20242						g20242	g20242	g20242
OG0026081										g20253	g20253						g20253	g20253	g20253
OG0026082										g20259	g20259						g20259	g20259	g20259
OG0026083										g20261	g20261						g20261	g20261	g20261
OG0026084										g20264	g20264						g20264	g20264	g20264
OG0026085										g20279	g20279						g20279	g20279	g20279
OG0026086										g20305	g20305						g20305	g20305	g20305
OG0026087										g20309	g20309						g20309	g20309	g20309
OG0026088										g20310	g20310						g20310	g20310	g20310
OG0026089										g20313	g20313						g20313	g20313	g20313
OG0026090										g20318	g20318						g20318	g20318	g20318
OG0026091										g20335	g20335						g20335	g20335	g20335
OG0026092										g20338	g20338						g20338	g20338	g20338
OG0026093										g713	g713						g713	g713	g713
OG0026094										g728	g728						g728	g728	g728
OG0026095										g940	g940						g940	g940	g940
OG0026096										g1301	g1301						g1301	g1301	g1301
OG0026097										g1592	g1592						g1592	g1592	g1592
OG0026098										g1945	g1945						g1945	g1945	g1945
OG0026099										g1956	g1956						g1956	g1956	g1956
OG0026100										g1960	g1960						g1960	g1960	g1960
OG0026101										g2052	g2052						g2052	g2052	g2052
OG0026102										g2064	g2064						g2064	g2064	g2064
OG0026103										g2244	g2244						g2244	g2244	g2244
OG0026104										g2356	g2356						g2356	g2356	g2356
OG0026105										g2859	g2859						g2859	g2859	g2859
OG0026106										g2886	g2886						g2886	g2886	g2886
OG0026107										g3010	g3010						g3010	g3010	g3010
OG0026108										g3393	g3393						g3393	g3393	g3393
OG0026109										g3684	g3684						g3684	g3684	g3684
OG0026110										g3865	g3865						g3865	g3865	g3865
OG0026111										g3894	g3894						g3894	g3894	g3894
OG0026112										g4188	g4188						g4188	g4188	g4188
OG0026113										g4258	g4258						g4258	g4258	g4258
OG0026114										g4288	g4288						g4288	g4288	g4288
OG0026115										g4448	g4448						g4448	g4448	g4448
OG0026116										g4681	g4681						g4681	g4681	g4681
OG0026117										g4972	g4972						g4972	g4972	g4972
OG0026118										g5625	g5625						g5625	g5625	g5625
OG0026119										g5997	g5997						g5997	g5997	g5997
OG0026120										g6078	g6078						g6078	g6078	g6078
OG0026121										g6306	g6306						g6306	g6306	g6306
OG0026122										g6361	g6361						g6361	g6361	g6361
OG0026123										g6610	g6610						g6610	g6610	g6610
OG0026124										g6664	g6664						g6664	g6664	g6664
OG0026125										g6815	g6815						g6815	g6815	g6815
OG0026126										g7103	g7103						g7103	g7103	g7103
OG0026127										g7154	g7154						g7154	g7154	g7154
OG0026128										g7291	g7291						g7291	g7291	g7291
OG0026129										g7492	g7492						g7492	g7492	g7492
OG0026130										g7527	g7527						g7527	g7527	g7527
OG0026131										g7580	g7580						g7580	g7580	g7580
OG0026132										g7967	g7967						g7967	g7967	g7967
OG0026133										g8098	g8098						g8098	g8098	g8098
OG0026134										g8101	g8101						g8101	g8101	g8101
OG0026135										g8371	g8371						g8371	g8371	g8371
OG0026136										g9078	g9078						g9078	g9078	g9078
OG0026137										g9095	g9095						g9095	g9095	g9095
OG0026138										g9225	g9225						g9225	g9225	g9225
OG0026139										g9343	g9343						g9343	g9343	g9343
OG0026140										g9514	g9514						g9514	g9514	g9514
OG0026141										g9616	g9616						g9616	g9616	g9616
OG0026142										g9958	g9958						g9958	g9958	g9958
OG0026143										g10019	g10019						g10019	g10019	g10019
OG0026144										g10239	g10239						g10239	g10239	g10239
OG0026145										g10327	g10327						g10327	g10327	g10327
OG0026146										g10538	g10538						g10538	g10538	g10538
OG0026147										g10547	g10547						g10547	g10547	g10547
OG0026148										g10794	g10794						g10794	g10794	g10794
OG0026149										g10803	g10803						g10803	g10803	g10803
OG0026150										g10950	g10950						g10950	g10950	g10950
OG0026151										g11223	g11223						g11223	g11223	g11223
OG0026152										g11446	g11446						g11446	g11446	g11446
OG0026153										g11470	g11470						g11470	g11470	g11470
OG0026154										g11489	g11489						g11489	g11489	g11489
OG0026155										g11973	g11973						g11973	g11973	g11973
OG0026156										g12352	g12352						g12352	g12352	g12352
OG0026157										g12698	g12698						g12698	g12698	g12698
OG0026158										g12884	g12884						g12884	g12884	g12884
OG0026159										g12914	g12914						g12914	g12914	g12914
OG0026160										g13996	g13996						g13996	g13996	g13996
OG0026161										g14127	g14127						g14127	g14127	g14127
OG0026162										g14532	g14532						g14532	g14532	g14532
OG0026163										g14548	g14548						g14548	g14548	g14548
OG0026164										g14647	g14647						g14647	g14647	g14647
OG0026165										g14678	g14678						g14678	g14678	g14678
OG0026166										g14916	g14916						g14916	g14916	g14916
OG0026167										g15066	g15066						g15066	g15066	g15066
OG0026168										g15346	g15346						g15346	g15346	g15346
OG0026169										g15461	g15461						g15461	g15461	g15461
OG0026170										g15519	g15519						g15519	g15519	g15519
OG0026171										g15929	g15929						g15929	g15929	g15929
OG0026172										g16108	g16108						g16108	g16108	g16108
OG0026173										g16556	g16556						g16556	g16556	g16556
OG0026174										g16652	g16652						g16652	g16652	g16652
OG0026175										g16656	g16656						g16656	g16656	g16656
OG0026176										g16695	g16695						g16695	g16695	g16695
OG0026177										g17100	g17100						g17100	g17100	g17100
OG0026178										g17172	g17172						g17172	g17172	g17172
OG0026179										g17463	g17463						g17463	g17463	g17463
OG0026180										g17470	g17470						g17470	g17470	g17470
OG0026181										g17684	g17684						g17684	g17684	g17684
OG0026182										g18426	g18426						g18426	g18426	g18426
OG0026183										g19228	g19228						g19228	g19228	g19228
OG0026184										g19410	g19410						g19410	g19410	g19410
OG0026185										g19805	g19805						g19805	g19805	g19805
OG0026186										g20150	g20150						g20150	g20150	g20150
OG0026187											g20104						g20104	g20104, g24179	g20104
OG0026188												g20920	g20920	g20920	g20920	g20920			
OG0026189													g19403	g19403	g19403	g19403	g2362		
OG0026190	g5	g5	g6990, g5																
OG0026191	g45	g45	g45	g2547															
OG0026192	g66	g66	g66	g23347															
OG0026193	g82	g82	g82		mf_1680														
OG0026194	g132	g132	g132	g29277															
OG0026195	g136	g136	g136		mf_11102														
OG0026196	g12289, g152	g12289	g12289																
OG0026197	g165	g165	g165									g13926							
OG0026198	g192	g192	g192	g4166															
OG0026199	g199	g199	g199		mf_9772														
OG0026200	g205	g205	g205	g19404															
OG0026201	g219	g219	g219	g21066															
OG0026202	g222	g222	g222															g22920	
OG0026203	g223	g223, g1057	g223																
OG0026204	g260	g13361, g260	g260																
OG0026205	g279	g279	g279		mf_2316														
OG0026206	g281	g281	g281															g22770	
OG0026207	g387	g387	g387	g16184															
OG0026208	g408	g408	g408	g15139															
OG0026209	g410	g410	g410	g9072															
OG0026210	g477	g477	g477		mf_10453														
OG0026211	g485	g485	g485		mf_7361														
OG0026212	g548	g548	g548	g14646															
OG0026213	g586	g586	g586															g22088	
OG0026214	g593	g593	g593	g25363															
OG0026215	g610	g610	g610	g8191															
OG0026216	g620	g620	g620	g28673															
OG0026217	g676	g676	g676		mf_4630														
OG0026218	g681	g681, g16989	g681																
OG0026219	g703	g703	g703	g25224															
OG0026220	g808	g808	g808			2540.g5895													
OG0026221	g843	g843	g843		mf_1022														
OG0026222	g844	g844	g844	g21023															
OG0026223	g847	g847	g847		mf_5221														
OG0026224	g850	g850	g850	g16478															
OG0026225	g856			g11244, g5538														g13220	
OG0026226	g885	g885	g885															g21322	
OG0026227	g890	g890	g890		mf_1485														
OG0026228	g1024	g1024	g1024	g3991															
OG0026229	g1055	g1055	g1055			11973.g8729													
OG0026230	g1060	g1060	g1060		mf_13020														
OG0026231	g1073	g1073	g1073													g19421			
OG0026232	g1086	g1086	g1086		mf_1313														
OG0026233	g4828, g1117	g1117	g1117																
OG0026234	g2132, g1132, g9407			g7904															
OG0026235	g1136	g1136	g1136	g27305															
OG0026236	g1139		g1139	g13493	mf_2275														
OG0026237	g1143	g1143				2986.g22955, 2985.g2791													
OG0026238	g1152	g1152	g1152	g29380															
OG0026239	g1208	g1208	g5950, g1208																
OG0026240	g17407, g1310	g1310	g1310																
OG0026241	g1333	g1333	g1333	g19712															
OG0026242	g1347	g1347	g1347															g20751	
OG0026243	g1356	g1356	g1356	g3724															
OG0026244	g1358	g1358	g1358	g3202															
OG0026245	g1390	g1390	g1390		mf_13833														
OG0026246	g1448	g1448	g1448															g20905	
OG0026247	g1591	g1591	g1591			2358.g3367													
OG0026248	g1599	g1599	g1599	g6824															
OG0026249	g1625	g1625	g1625	g15207															
OG0026250	g1635	g1635	g1635	g24879															
OG0026251	g1656	g1656	g1656	g741															
OG0026252	g1666	g1666	g1666	g26486															
OG0026253	g1738	g1738	g1738		mf_14900														
OG0026254	g1747	g1747	g1747	g8863															
OG0026255	g1769	g1769	g1769	g23205															
OG0026256	g1842, g5135	g5135	g5135																
OG0026257	g1883	g1883	g1883	g22180															
OG0026258	g1891	g11274	g11274	g3155															
OG0026259	g1910	g1910	g1910			5943.g22579													
OG0026260	g1916	g1916	g1916	g24833															
OG0026261	g1962	g1962	g1962		mf_6654														
OG0026262	g22412, g2046	g2046	g2046																
OG0026263	g2052	g2052	g2052										g10031						
OG0026264	g2105	g2105	g2105		mf_8770														
OG0026265	g2158	g2158	g2158		mf_15025														
OG0026266	g2160	g2160	g2160	g4644															
OG0026267	g2277	g2277	g2277															g21817	
OG0026268	g2285	g2285	g2285															g22887	
OG0026269	g2320	g2320	g2320	g29489															
OG0026270	g2340	g2340	g2340	g22335															
OG0026271	g2364	g2364	g2364	g24447															
OG0026272	g2388	g18892	g18892			3889.g15895													
OG0026273	g2407	g2407	g2407		mf_9763														
OG0026274	g2490	g2490	g2490	g21717															
OG0026275	g2496	g2496	g2496		mf_7566														
OG0026276	g2507	g13713, g2507	g2507																
OG0026277	g2509	g2509	g2509		mf_266														
OG0026278	g2518	g2518	g2518	g28162															
OG0026279	g2545	g2545	g2545	g3697															
OG0026280	g2553	g2553	g2553															g20860	
OG0026281	g2589	g2589	g2589	g25735															
OG0026282	g2612	g2612	g2612	g787															
OG0026283	g2653	g2653	g2653	g19418															
OG0026284	g2657	g2657	g2657			15532.g22852													
OG0026285	g2679	g2679		g24784	mf_6495														
OG0026286	g2689	g2689, g23204	g2689																
OG0026287	g2703	g2703	g2703	g4409															
OG0026288	g2740	g2740	g2740	g3009															
OG0026289	g2833	g2833			mf_12401, mf_2961														
OG0026290	g2841	g2841	g2841															g22612	
OG0026291	g19626, g2871	g19626	g19626																
OG0026292	g2876	g2876	g2876	g20073															
OG0026293	g2891	g2891	g2891															g22592	
OG0026294	g28418, g2942	g28418	g28418																
OG0026295	g2946	g2946	g2946															g21627	
OG0026296	g3001	g3001	g3001	g7431															
OG0026297	g3021	g3021	g3021	g18456															
OG0026298	g3035	g3035	g3035	g29142															
OG0026299	g3046	g3046	g3046	g30325															
OG0026300	g14726, g3073	g3073	g3073																
OG0026301	g3869, g3090	g3090	g3090																
OG0026302	g3097, g17971	g17971	g3097																
OG0026303	g3144, g3138	g3138	g3138																
OG0026304	g3181	g3181	g3181	g23024															
OG0026305	g3198		g3198	g20445, g18021															
OG0026306	g3231	g3231	g3231															g22418	
OG0026307	g3268	g3268	g3268	g12506															
OG0026308	g3287	g3287	g3287	g30011															
OG0026309	g3320	g3320	g3320															g20842	
OG0026310	g3351	g3351	g3351, g13974																
OG0026311	g3373	g3373	g3373															g24994	
OG0026312	g3374	g3374	g3374	g11132															
OG0026313	g3390	g3390	g3390		mf_3638														
OG0026314	g3435	g3435	g3435	g17255															
OG0026315	g3440			g30186														g17308, g21981	
OG0026316	g3456	g3456	g3456	g26921															
OG0026317	g3472	g3472	g3472															g18965	
OG0026318	g3492	g3492	g3492															g24225	
OG0026319	g3516	g3516	g3516	g6900															
OG0026320	g3526	g3526	g3526	g6616															
OG0026321	g3541	g3541	g3541	g4438															
OG0026322	g6479, g3545, g18683, g21411																		
OG0026323	g3573	g3573	g3573	g16356															
OG0026324	g3584, g26960	g26960	g26960																
OG0026325	g3598	g3598	g3598		mf_3860														
OG0026326	g3601	g3601	g3601		mf_9267														
OG0026327	g3618	g3618	g3618	g4749															
OG0026328	g3664	g3664	g3664															g25272	
OG0026329	g14148, g3681	g3681	g3681																
OG0026330	g3830	g3830	g3830	g5026															
OG0026331	g3841	g3841	g3841			12908.g7231													
OG0026332	g3894	g3894	g3894		mf_4669														
OG0026333	g3898	g3898	g3898	g13299															
OG0026334	g3901	g3901	g3901		mf_14904														
OG0026335	g3906	g3906	g3906	g29933															
OG0026336	g3913	g3913	g3913	g18863															
OG0026337	g3963	g3963	g3963	g11733															
OG0026338	g3977	g3977	g3977	g7592															
OG0026339	g4014	g4014	g4014		mf_11251														
OG0026340	g4021	g4021	g4021	g25397															
OG0026341	g4035	g4035	g4035			4005.g16551													
OG0026342	g12669, g4043	g4043	g4043																
OG0026343	g4062	g4062	g4062, g8002																
OG0026344	g4135	g4135	g4135		mf_10439														
OG0026345	g4189	g4189	g4189	g29578															
OG0026346	g4446	g4446	g4446	g14419															
OG0026347	g4511	g4511	g4511		mf_12281														
OG0026348	g4587	g4587	g4587	g4094															
OG0026349	g4591	g4591	g4591															g25358	
OG0026350	g4593	g4593	g4593	g1708															
OG0026351	g4604	g4604	g4604	g25834															
OG0026352	g4615	g4615			mf_14231										g7936				
OG0026353	g4617	g4617			mf_4836										g7938				
OG0026354	g4625	g4625	g4625	g25233															
OG0026355	g4714	g4714	g4714	g2577															
OG0026356	g4720	g4720	g4720															g24447	
OG0026357	g4734	g4734	g4734															g15430	
OG0026358	g4760	g4760	g4760	g10711															
OG0026359	g4778	g4778	g4778	g74															
OG0026360	g4802	g4802	g4802		mf_10694														
OG0026361	g4827	g3405, g4827	g4827																
OG0026362	g4831	g4831	g4831	g30972															
OG0026363	g4844	g4844	g4844			14416.g33													
OG0026364	g4892	g4892	g4892	g1684															
OG0026365	g4917	g4917	g4917		mf_5042														
OG0026366	g4992	g4992	g4992	g3592															
OG0026367	g28826, g5017	g5017	g5017																
OG0026368	g5047, g8098	g8098	g8098																
OG0026369	g5068	g5068	g5068		mf_14852														
OG0026370	g5094	g5094	g5094															g24603	
OG0026371	g5095	g5095	g5095															g22689	
OG0026372	g5127, g13983	g5127	g5127																
OG0026373	g5129	g5129	g5129	g22023															
OG0026374	g5156	g5156	g5156			15027.g9338													
OG0026375	g5177	g5177	g5177	g1240															
OG0026376	g5194	g5194	g5194	g12539															
OG0026377	g5217, g7159			g28630, g11686															
OG0026378	g5232	g5232	g5232		mf_14159														
OG0026379	g5307	g5307	g5307			7606.g11801													
OG0026380	g16053, g5373	g5373	g5373																
OG0026381	g5383, g24114	g24114	g24114																
OG0026382	g5402	g5402	g5402	g12775															
OG0026383	g5454	g5454	g5454															g22994	
OG0026384	g5527		g5527	g4570, g4578															
OG0026385	g5530, g10850	g10850	g10850																
OG0026386	g5541	g5541	g5541	g26704															
OG0026387	g5561	g5561	g5561															g20550	
