	MareHarA_ref.aa.fasta	MareL28.aa.fasta	MareL32.aa.fasta	MentL30_ref.aa.fasta	MfloJB5_ref.aa.fasta	MfloSJF1_ref.aa.fasta	Minc557R.aa.fasta	MincA14.aa.fasta	MincHarC.aa.fasta	MincL15.aa.fasta	MincL17.aa.fasta	MincL19.aa.fasta	MincL27.aa.fasta	MincL9.aa.fasta	MincVW6.aa.fasta	MincW1_ref.aa.fasta	MjavL57.aa.fasta	MjavVW4_ref.aa.fasta	MjavVW5.aa.fasta
OG0016741				g25616	mf_7463					g11812	g11812						g11812	g11812	g11812
OG0016742				g26496	mf_3527					g1376	g1376						g1376	g1376	g1376
OG0016743				g27990, g27960						g15368	g15368						g15368	g15368	g15368
OG0016744				g28173	mf_8862					g19834	g19834						g19834	g19834	g19834
OG0016745				g28991	mf_8538					g9162	g9162						g9162	g9162	g9162
OG0016746				g29011		13349.g3485				g6016	g6016						g6016	g6016	g6016
OG0016747				g29109		10957.g10154				g13246	g13246						g13246	g13246	g13246
OG0016748				g30400	mf_4813					g1907	g1907						g1907	g1907	g1907
OG0016749				g30431		9770.g20310	g20310	g20310	g20310						g20310	g20310			
OG0016750				g30506						g10520	g10520						g10520	g10520, g21219	g10520
OG0016751				g30915	mf_12169					g2459	g2459						g2459	g2459	g2459
OG0016752				g7842	mf_10556					g15943	g15943						g15943	g15943	g15943
OG0016753					mf_7825, mf_7277, mf_9879, mf_5791, mf_12869, mf_13744													g20431	
OG0016754					mf_12600, mf_9375					g9522	g9522						g9522	g9522	g9522
OG0016755					mf_1768, mf_14778, mf_10000, mf_9010, mf_4524, mf_8872, mf_12115														
OG0016756					mf_4617, mf_5279					g15158	g15158						g15158	g15158	g15158
OG0016757					mf_8764, mf_12680					g16687	g16687						g16687	g16687	g16687
OG0016758					mf_8193, mf_14526					g3583	g3583						g3583	g3583	g3583
OG0016759					mf_1834					g12141	g12141						g12141	g21126, g12141	g12141
OG0016760					mf_3805, mf_889					g20031	g20031						g20031	g20031	g20031
OG0016761					mf_7187, mf_13923					g16005	g16005						g16005	g16005	g16005
OG0016762					mf_9110	10179.g6026				g10527	g10527						g10527	g10527	g10527
OG0016763					mf_11332					g2664	g2664						g2664	g21470, g2664	g2664
OG0016764					mf_5628					g16403	g16403						g16403	g16403, g23210	g16403
OG0016765					mf_2824					g2125	g2125						g2125	g23426, g2125	g2125
OG0016766					mf_13841	14596.g12969, 4212.g12969			g12969			g12969		g12969		g12969			
OG0016767					mf_6139, mf_4707					g1889	g1889						g1889	g1889	g1889
OG0016768					mf_9580	10851.g16573				g5253	g5253						g5253	g5253	g5253
OG0016769						781.g19669	g19669	g19669				g19669	g19669	g19669		g19669			
OG0016770						1511.g22892, 1510.g15512				g11000	g11000						g11000	g11000	g11000
OG0016771						2331.g12691	g12691	g12691				g12691	g12691	g12691		g12691			
OG0016772						2751.g20707	g20707		g20707			g20707	g20707		g20707	g20707			
OG0016773						3816.g17848	g17848	g17848	g17848				g17848		g17848	g17848			
OG0016774						5371.g20410	g20410	g20410				g20410	g20410		g20410	g20410			
OG0016775						5624.g20617	g20617	g20617				g20617	g20617	g20617		g20617			
OG0016776						6821.g8249	g8249	g8249	g8249				g8249		g8249	g8249			
OG0016777						8144.g5071, 8143.g12116				g19610	g19610						g19610	g19610	g19610
OG0016778						8496.g19371	g19371	g19371	g19371				g19371		g19371	g19371			
OG0016779						8512.g13879	g13879	g13879	g13879				g13879		g13879	g13879			
OG0016780						9945.g19719	g19719	g19719	g19719				g19719		g19719	g19719			
OG0016781						11720.g16396	g16396		g16396			g16396	g16396	g16396		g16396			
OG0016782						12029.g11253	g11253		g11253			g11253		g11253	g11253	g11253			
OG0016783						12889.g18748	g18748	g18748	g18748				g18748		g18748	g18748			
OG0016784						16277.g21690	g21690	g21690	g21690			g21690	g21690			g21690			
OG0016785						16470.g9981	g9981	g9981	g9981				g9981		g9981	g9981			
OG0016786						16577.g17560	g17560		g17560			g17560	g17560		g17560	g17560			
OG0016787						16692.g20910, 2002.g20910	g20910		g20910				g20910		g20910	g20910			
OG0016788						252.g548	g548		g548			g548		g548	g548	g548			
OG0016789						317.g20474	g20474						g20474	g20474	g20474	g20474		g2423	
OG0016790						1038.g21261	g21261					g21261	g21261	g21261	g21261	g21261			
OG0016791						2671.g5641	g5641	g5641	g5641				g5641		g5641	g5641			
OG0016792						3313.g14481	g14481		g14481				g14481		g14481	g14481		g2143	
OG0016793						4637.g20318	g20318	g20318	g20318				g20318		g20318	g20318			
OG0016794						4700.g9556	g9556	g9556	g9556				g9556		g9556	g9556			
OG0016795						6106.g18513	g18513	g18513	g18513				g18513		g18513	g18513			
OG0016796						6997.g18756	g18756	g18756	g18756			g18756	g18756			g18756			
OG0016797						7088.g16730	g16730	g16730	g16730				g16730		g16730	g16730			
OG0016798						8056.g21113	g21113	g21113	g21113				g21113		g21113	g21113			
OG0016799						8384.g20165	g20165	g20165	g20165				g20165		g20165	g20165			
OG0016800						9729.g17390	g17390	g17390	g17390				g17390		g17390	g17390			
OG0016801						9839.g3495	g3495	g3495	g3495				g3495		g3495	g3495			
OG0016802						10273.g12449	g12449	g12449				g12449	g12449	g12449		g12449			
OG0016803						11434.g22439	g22439	g22439	g22439				g22439		g22439	g22439			
OG0016804						12208.g4807	g4807	g4807	g4807				g4807		g4807	g4807			
OG0016805						14725.g13913	g13913	g13913				g13913	g13913	g13913		g13913			
OG0016806						16006.g22571	g22571	g22571	g22571				g22571		g22571	g22571			
OG0016807						16556.g20549	g20549	g20549	g20549				g20549		g20549	g20549			
OG0016808						16969.g4744	g4744	g4744	g4744				g4744		g4744	g4744			
OG0016809							g128	g128	g128			g128	g128	g128		g128			
OG0016810							g257		g257			g257	g257	g257	g257	g257			
OG0016811							g656	g656	g656			g656		g656	g656	g656			
OG0016812							g1887		g1887			g1887		g1887	g1887	g1887		g23198	
OG0016813							g2108		g2108			g2108	g2108	g2108	g2108	g2108			
OG0016814							g3082	g3082				g3082	g3082	g3082	g3082	g3082			
OG0016815							g4362		g4362			g4362	g4362	g4362	g4362	g4362			
OG0016816							g5548		g5548			g5548	g5548	g5548	g5548	g5548			
OG0016817							g6615	g6615	g6615			g6615		g6615	g6615	g6615			
OG0016818							g6820	g6820	g6820			g6820	g6820		g6820	g6820			
OG0016819							g8169	g8169	g8169			g8169		g8169	g8169	g8169			
OG0016820							g8691	g8691	g8691				g8691	g8691	g8691	g8691			
OG0016821							g8895		g8895			g8895	g8895	g8895	g8895	g8895			
OG0016822							g9958	g9958	g9958			g9958	g9958	g9958	g9958				
OG0016823							g10131	g10131				g10131	g10131	g10131	g10131	g10131			
OG0016824							g10384		g10384			g10384	g10384	g10384	g10384	g10384			
OG0016825							g10542	g10542	g10542			g10542	g10542	g10542	g10542				
OG0016826							g11423	g11423	g11423			g11423		g11423	g11423	g11423			
OG0016827							g11906	g11906	g11906				g11906	g11906	g11906	g11906			
OG0016828							g12438	g12438	g12438			g12438		g12438	g12438	g12438			
OG0016829							g12524	g12524	g12524				g12524	g12524	g12524	g12524			
OG0016830							g12554	g12554	g12554				g12554	g12554	g12554	g12554			
OG0016831							g12912	g12912	g12912			g12912		g12912	g12912	g12912			
OG0016832							g13136	g13136	g13136			g13136	g13136	g13136		g13136			
OG0016833							g13660	g13660				g13660	g13660	g13660	g13660	g13660			
OG0016834							g13881	g13881	g13881			g13881	g13881		g13881	g13881			
OG0016835							g14393	g14393	g14393			g14393		g14393	g14393	g14393			
OG0016836							g14474	g14474	g14474			g14474	g14474	g14474	g14474				
OG0016837							g14996	g14996				g14996	g14996	g14996	g14996	g14996			
OG0016838							g15809	g15809	g15809			g15809		g15809	g15809	g15809			
OG0016839							g16444	g16444				g16444	g16444	g16444	g16444	g16444			
OG0016840							g16689		g16689			g16689	g16689	g16689	g16689	g16689			
OG0016841							g16710	g16710				g16710	g16710	g16710	g16710	g16710			
OG0016842							g17522		g17522			g17522	g17522	g17522		g17523, g17522			
OG0016843							g17780	g17780	g17780			g17780		g17780	g17780	g17780			
OG0016844							g18014		g18014			g18014	g18014	g18014	g18014	g18014			
OG0016845							g18234	g18234	g18234			g18234	g18234		g18234	g18234			
OG0016846							g18273	g18273	g18273			g18273		g18273	g18273	g18273			
OG0016847							g18322	g18322	g18322			g18322		g18322	g18322	g18322			
OG0016848							g18683	g18683	g18683			g18683		g18683	g18683	g18683			
OG0016849							g19047	g19047	g19047			g19047	g19047	g19047		g19047			
OG0016850							g19234	g19234				g19234	g19234	g19234	g19234	g19234			
OG0016851							g19505	g19505	g19505			g19505		g19505	g19505	g19505			
OG0016852							g19759		g19759			g19759	g19759	g19759	g19759	g19759			
OG0016853							g19793	g19793	g19793			g19793	g19793		g19793	g19793			
OG0016854							g19871	g19871	g19871			g19871	g19871	g19871		g19871			
OG0016855							g20270	g20270	g20270			g20270		g20270	g20270	g20270			
OG0016856							g20320	g20320				g20320	g20320	g20320	g20320	g20320			
OG0016857							g20660	g20660	g20660			g20660		g20660	g20660	g20660			
OG0016858							g20722		g20722			g20722	g20722	g20722	g20722	g20722			
OG0016859							g20777	g20777				g20777	g20777	g20777	g20777	g20777			
OG0016860							g20927	g20927				g20927	g20927	g20927	g20927	g20927			
OG0016861							g21008		g21008			g21008	g21008	g21008	g21008	g21008			
OG0016862							g21085	g21085	g21085			g21085	g21085	g21085		g21085			
OG0016863							g21112	g21112	g21112				g21112		g21112	g21112		g9757	
OG0016864							g21124		g21124			g21124	g21124	g21124	g21124	g21124			
OG0016865							g21368	g21368	g21368			g21368		g21368	g21368	g21368			
OG0016866							g22322	g22322	g22322			g22322	g22322		g22322	g22322			
OG0016867							g22963	g22963	g22963				g22963		g22963	g22963		g9195	
OG0016868							g23168	g23168	g23168				g23168	g23168	g23168	g23168			
OG0016869							g23434	g23434	g23434			g23434	g23434		g23434	g23434			
OG0016870							g23883	g23883	g23883				g23883	g23883	g23883	g23883			
OG0016871							g24030	g24030	g24030			g24030	g24030		g24030	g24030			
OG0016872							g21003		g21003			g21003	g21003	g21003	g21003	g21003			
OG0016873							g727	g727	g727			g727	g727		g727	g727			
OG0016874							g2169	g2169				g2169	g2169	g2169	g2169	g2169			
OG0016875							g2341	g2341	g2341			g2341		g2341	g2341	g2341			
OG0016876							g2380	g2380	g2380				g2380	g2380	g2380	g2380			
OG0016877							g2480	g2480	g2480				g2480	g2480	g2480	g2480			
OG0016878							g3641		g3641			g3641	g3641	g3641	g3641	g3641			
OG0016879							g5127	g5127	g5127			g5127		g5127	g5127	g5127			
OG0016880							g8083	g8083	g8083			g8083	g8083	g8083	g8083				
OG0016881							g8867	g8867	g8867			g8867		g8867	g8867	g8867			
OG0016882							g11635		g11635			g11635	g11635	g11635	g11635	g11635			
OG0016883							g11774	g11774	g11774				g11774	g11774	g11774	g11774			
OG0016884							g12026		g12026			g12026	g12026	g12026	g12026	g12026			
OG0016885							g12277	g12277				g12277	g12277	g12277		g12277		g22457	
OG0016886							g12310	g12310	g12310			g12310		g12310	g12310	g12310			
OG0016887							g12542	g12542				g12542	g12542	g12542	g12542	g12542			
OG0016888							g12746	g12746	g12746			g12746		g12746	g12746	g12746			
OG0016889							g12797		g12797			g12797	g12797	g12797	g12797	g12797			
OG0016890							g13735	g13735	g13735			g13735		g13735	g13735	g13735			
OG0016891							g13891	g13891	g13891			g13891		g13891	g13891	g13891			
OG0016892							g14811	g14811	g14811			g14811		g14811	g14811	g14811			
OG0016893							g15229	g15229	g15229			g15229		g15229	g15229	g15229			
OG0016894							g15457	g15457	g15457			g15457	g15457		g15457	g15457			
OG0016895							g15695	g15695	g15695			g15695	g15695		g15695	g15695			
OG0016896							g15996	g15996				g15996	g15996	g15996	g15996	g15996			
OG0016897							g16037	g16037	g16037				g16037	g16037		g16037		g23236	
OG0016898							g16340		g16340			g16340	g16340	g16340	g16340	g16340			
OG0016899							g16393	g16393	g16393			g16393	g16393		g16393	g16393			
OG0016900							g16866	g16866	g16866			g16866	g16866		g16866	g16866			
OG0016901							g16952	g16952	g16952			g16952		g16952	g16952	g16952			
OG0016902							g17103	g17103	g17103			g17103	g17103	g17103		g17103			
OG0016903							g17164	g17164	g17164			g17164	g17164		g17164	g17164			
OG0016904							g17210	g17210	g17210			g17210		g17210	g17210	g17210			
OG0016905							g17237	g17237	g17237			g17237	g17237	g17237		g17237			
OG0016906							g17238		g17238			g17238	g17238	g17238	g17238	g17238			
OG0016907							g17260	g17260	g17260			g17260		g17260	g17260	g17260			
OG0016908							g17505	g17505	g17505			g17505		g17505	g17505	g17505			
OG0016909							g17965	g17965	g17965			g17965		g17965	g17965	g17965			
OG0016910							g18299	g18299	g18299			g18299	g18299	g18299		g18299			
OG0016911							g18431	g18431	g18431			g18431		g18431	g18431	g18431			
OG0016912							g18544	g18544	g18544			g18544		g18544	g18544	g18544			
OG0016913							g18632		g18632			g18632	g18632	g18632	g18632	g18632			
OG0016914							g18910	g18910	g18910			g18910		g18910	g18910	g18910			
OG0016915							g19137	g19137				g19137	g19137	g19137	g19137	g19137			
OG0016916							g19244	g19244	g19244			g19244		g19244	g19244	g19244			
OG0016917							g19285	g19285				g19285	g19285	g19285	g19285	g19285			
OG0016918							g19306		g19306			g19306	g19306	g19306	g19306	g19306			
OG0016919							g19443	g19443				g19443	g19443	g19443	g19443	g19443			
OG0016920							g19620		g19620			g19620	g19620	g19620	g19620	g19620			
OG0016921							g19710		g19710			g19710	g19710	g19710	g19710	g19710			
OG0016922							g19744		g19744			g19744	g19744	g19744	g19744	g19744			
OG0016923							g19747	g19747	g19747			g19747	g19747		g19747	g19747			
OG0016924							g19844		g19844, g19845				g19844	g19845		g19845, g19844			
OG0016925							g20281	g20281	g20281			g20281		g20281	g20281	g20281			
OG0016926							g20290		g20290			g20290	g20290	g20290	g20290	g20290			
OG0016927							g20299	g20299	g20299				g20299		g20299	g20299		g13575	
OG0016928							g20396	g20396				g20396	g20396	g20396	g20396	g20396			
OG0016929							g20657	g20657	g20657			g20657		g20657	g20657	g20657			
OG0016930							g20854	g20854				g20854	g20854	g20854	g20854	g20854			
OG0016931							g20861		g20861			g20861	g20861	g20861	g20861	g20861			
OG0016932							g21097	g21097	g21097			g21097		g21097	g21097	g21097			
OG0016933							g21370	g21370	g21370			g21370		g21370	g21370	g21370			
OG0016934							g22418	g22418	g22418			g22418		g22418	g22418	g22418			
OG0016935							g23277		g23277			g23277	g23277	g23277	g23277	g23277			
OG0016936							g23418		g23418			g23418	g23418	g23418	g23418	g23418			
OG0016937								g18318	g18318			g18318	g18318	g18318	g18318	g18318			
OG0016938								g23788	g23788			g23788	g23788	g23788	g23788	g23788			
OG0016939								g24054		g11154	g11154					g24054	g11154	g11154	g11154
OG0016940										g15225	g15225						g15225	g15225, g15223	g15225, g15223
OG0016941										g17155	g17155	g6552		g6552			g17155	g17155	g17155
OG0016942										g18322	g20303, g18322						g18322	g18322, g20303	g18322
OG0016943	g6, g11582	g11582, g6	g6, g11582																
OG0016944	g347	g347	g347	g2735	mf_9803	4189.g174													
OG0016945	g507, g506	g507, g506	g506, g507																
OG0016946	g899, g22484	g22484, g899	g899, g22484																
OG0016947	g927, g9754	g927, g9754	g9754, g927																
OG0016948	g1405		g1405	g13180, g14837, g6593	mf_14234														
OG0016949	g8505, g1557	g8505, g1557	g1557, g8505																
OG0016950	g1963									g5990	g5990						g5990	g5990	g5990
OG0016951	g1992, g9070	g1992, g9070	g1992, g9070																
OG0016952	g2448, g2447	g20835, g2448	g20835															g24906	
OG0016953	g2496	g2496	g2496	g11971, g15259	mf_7566														
OG0016954	g2706	g2706	g2706	g10846, g26781	mf_2840														
OG0016955	g2942, g28418	g2942, g28418	g28418, g2942																
OG0016956	g3217	g3217	g3217	g24039, g24584, g26836															
OG0016957	g3353	g3353	g3353	g4655, g13703														g22967	
OG0016958	g4232									g3390	g3390						g3390	g3390	g3390
OG0016959	g4244, g21533	g4244, g21533	g4244, g21533																
OG0016960	g4974, g12258	g4974, g12258	g12258, g4974																
OG0016961	g8098, g5047	g8098, g5047	g8098, g5047																
OG0016962	g5113, g24426	g24426, g5113	g5113, g24426																
OG0016963	g5278	g5278	g5278	g14893, g16401	mf_4191														
OG0016964	g22994, g10957, g5367	g5367, g10957	g10957																
OG0016965	g5393	g5393	g5393	g27779	mf_6799, mf_598														
OG0016966	g18544, g5909	g18544, g5909	g5909, g18544																
OG0016967	g5974, g26702	g26702, g5974	g26702	g3654															
OG0016968	g25674, g6049	g6049, g25674	g25674, g6049																
OG0016969	g6107	g6107	g6107	g340, g5011	mf_7268														
OG0016970	g6126, g19642	g6126, g19642	g6126, g19642																
OG0016971	g6374, g21356	g21356, g6374	g21356, g6374																
OG0016972	g6718	g6718	g6718	g15679, g1307	mf_12134														
OG0016973	g6731, g6730	g6730, g6731	g6730, g6731																
OG0016974	g6949	g6949	g6949	g5461	mf_13134													g15339	
OG0016975	g6979, g25722	g25722, g6979	g25722, g6979																
OG0016976	g7042	g7042	g7042	g25326, g8103														g22868	
OG0016977	g7109, g7111	g7109, g7111	g7109, g7111																
OG0016978	g7172	g7172	g11105	g10101, g5117	mf_3718														
OG0016979	g7283	g7283	g7283	g28924, g19468	mf_13542														
OG0016980	g7306, g7309	g7306, g7309	g7309, g7306																
OG0016981	g23724, g7354	g7354	g7354	g18071, g341															
OG0016982	g7572					10099.g6672, 2629.g6672			g6672					g6672		g6672			
OG0016983	g7687	g7687	g7687	g7013, g14064	mf_9284														
OG0016984	g8135	g8135	g8135	g15434	mf_2900	1183.g5911													
OG0016985	g22851, g8351	g8351, g22851	g8351, g22851																
OG0016986	g21777, g8752	g8752, g21777	g21777	g12393															
OG0016987	g24195, g8775	g24195, g8775	g24195, g8775																
OG0016988	g8789	g8789	g8789	g25772	mf_547, mf_12671														
OG0016989	g8810	g8810	g8810	g5085	mf_5038, mf_12425														
OG0016990	g9040, g24133	g24133	g24133	g15828, g7928															
OG0016991	g9584	g9584	g9584	g2584, g29588	mf_9369														
OG0016992	g9762	g9762	g9762	g7530, g2359	mf_6284														
OG0016993	g25002, g9918	g25002, g9918	g25002, g9918																
OG0016994	g18688, g10034	g10034, g18688	g18688, g10034																
OG0016995	g10199, g10263	g10263, g10199	g10263, g10199																
OG0016996	g16965, g10344	g10344, g16965	g16965, g10344																
OG0016997	g16169, g10388	g16169	g16169, g10388		mf_2859														
OG0016998	g10389	g10389, g10388	g10389			2427.g3908, 2428.g12186													
OG0016999	g10417, g16161	g10417	g16161, g10417															g22405	
OG0017000	g10419	g10419	g10419	g11824, g15170	mf_9424														
OG0017001	g10589									g3313	g3313						g3313	g3313	g3313
OG0017002	g10711	g10711	g10711	g1579	mf_4545	1951.g7142													
OG0017003	g10874	g10874	g10874	g3600	mf_9209, mf_4369														
OG0017004	g10878, g11050	g11050	g11050	g17306															g12128
OG0017005	g11062	g11062	g11062	g20817, g20348	mf_12846														
OG0017006	g11177, g11176	g11176, g11177	g3201, g11176																
OG0017007	g11271, g11376	g11271, g11376	g11376, g11271																
OG0017008	g11592	g11592	g11592	g944	mf_2944	13336.g10260													
OG0017009	g3669, g11665	g3669, g11665	g11665, g3669																
OG0017010	g11997	g11997	g11997	g21835	mf_8975, mf_11902														
OG0017011	g25010, g12064	g12064, g25010	g25010, g12064																
OG0017012	g12259									g10950	g10950						g10950	g10950	g10950
OG0017013	g12334	g12334	g12334	g7517, g7513	mf_7543														
OG0017014	g12752, g29614	g29614	g29614, g12752															g24269	
OG0017015	g12796	g12796	g12796	g15070												g15218		g21255	
OG0017016	g12808	g12808	g12808	g4579							g309						g309		
OG0017017	g13118	g13118	g13118	g5564, g16807	mf_1125														
OG0017018	g13168	g13168	g13168	g5670, g12729	mf_14202														
OG0017019	g13191	g13191	g13191	g15695	mf_11946, mf_13212														
OG0017020	g13250, g13978	g13978, g13250	g13978, g13250																
OG0017021	g13262, g18471	g13262, g18471	g18471, g13262																
OG0017022	g13421, g23546, g15228	g23546	g23546		mf_11455														
OG0017023	g13503, g24591	g24591, g13503	g13503, g24591																
OG0017024	g13544, g14742	g14742, g13544	g13544, g14742																
OG0017025	g13649	g13649	g13649	g7281, g22111	mf_7280														
OG0017026	g14523, g13737	g14523	g14523, g2180	g28807															
OG0017027	g19954, g13845	g13845, g19954	g19954														g2069		
OG0017028	g14178	g14178	g14178	g3890, g6580	mf_10218														
OG0017029	g14429, g18236	g18236	g18236	g16992, g15060															
OG0017030	g14502	g14502	g14502	g17843, g17842	mf_3475														
OG0017031	g14508, g15572	g15572, g14508	g15572, g14508																
OG0017032	g14634	g14634	g14634	g10043														g23068, g23054	
OG0017033	g14785, g14784	g14784, g14785	g14785, g14784																
OG0017034	g15231	g15231	g15231	g249, g23742, g17600															
OG0017035	g15624, g19914	g19914, g15624	g15624															g25387	
OG0017036	g16451	g16451	g16451	g17505	mf_2536, mf_1718														
OG0017037	g16520, g20364	g16520	g16520	g29620														g24586	
OG0017038	g16861	g16861	g16861	g17641, g12684	mf_5123														
OG0017039	g18867, g16913	g18867, g16913	g16913, g18867																
OG0017040	g16966, g25647	g16966, g25647	g25647, g16966																
OG0017041	g17502	g17502	g17502	g3749	mf_8795													g21203	
OG0017042	g17506	g17506	g17506		mf_15065, mf_7934, mf_132														
OG0017043	g17643	g17643	g17643, g13889		mf_3284													g23100	
OG0017044	g17706	g17706	g17706	g5566, g1040	mf_489														
OG0017045	g17882	g17882	g17882	g10848	mf_68	7979.g6417													
OG0017046	g17925, g23476	g17925, g23476	g23476, g17925																
OG0017047	g17989, g23245	g17989, g23245	g23245, g17989																
OG0017048	g18275, g18277	g18277	g18275, g18277		mf_7082														
OG0017049	g18371	g18371	g18371	g24682	mf_6343, mf_1422														
OG0017050	g18677	g18677, g17115	g18677, g17115	g17282															
OG0017051	g19051									g9647	g9647						g9647	g9647	g9647
OG0017052	g19207	g19207	g19207			415.g14939										g14939		g23933	
OG0017053	g19601	g19601	g19601	g29323	mf_394, mf_14955														
OG0017054	g20306	g20306	g20306	g8097														g24879, g20548	
OG0017055	g20542	g20542	g20542	g18313	mf_5547, mf_3286														
OG0017056	g20594	g20594	g20594	g13229														g1529, g1542	
OG0017057	g20939, g23289	g20939	g20939															g20741, g14338	
OG0017058	g20964	g20964	g20964		mf_1039	324.g14948												g22595	
OG0017059	g21066	g21066	g21066		mf_10366, mf_14978			g9641											
OG0017060	g21110	g21110	g21110	g22618, g24373														g23226	
OG0017061	g21990, g21324	g21324, g21990	g21324, g21990																
OG0017062	g21358									g14728	g14728						g14728	g14728	g14728
OG0017063	g22809, g21371	g21371	g21371, g22809	g17626															
OG0017064	g21733	g21733	g21733	g23131, g23132, g7951															
OG0017065	g21782									g15771	g15771						g15771	g15771	g15771
OG0017066	g21922	g21922	g21922	g5989, g4902, g26304															
OG0017067	g21967, g22629	g21967, g22629	g21967, g22629																
OG0017068	g21969	g21969	g21969	g13806, g27430	mf_2917														
OG0017069	g22023	g22023	g22023	g10787, g16509														g21058	
OG0017070	g22336	g22336	g22336	g27969										g4996				g23951	
OG0017071	g24726, g22623	g22623, g24726	g24726, g22623																
OG0017072	g22686	g22686	g22686	g1399	mf_6977	16025.g9984													
OG0017073	g22691, g27267	g27267, g22691	g27267, g22691																
OG0017074	g22813	g22813	g22813			4863.g20968										g20968		g25447	
OG0017075	g22932, g24260	g24260, g22932	g24260, g22932																
OG0017076	g23079	g23079	g23079		mf_53, mf_2654, mf_4886														
OG0017077	g23213									g16149	g16149						g16149	g16149	g16149
OG0017078	g23297	g23297	g23297	g10292, g15904	mf_9945														
OG0017079	g23471	g23471	g23471			9498.g20672, 14532.g20672										g20672			
OG0017080	g24169	g24169	g24169		mf_2220, mf_12969													g24164	
OG0017081	g24240	g24240	g24240	g16111, g20665	mf_2158														
OG0017082	g25235, g28602	g28602, g25235	g28602, g25235																
OG0017083	g25453	g25453	g25453	g14530, g21911	mf_3321														
OG0017084	g25590	g25590	g25590	g28743, g28742														g25514	
OG0017085	g25770									g11907	g11907						g11907	g11907	g11907
OG0017086	g25845	g25845	g25845	g23452		29.g1945												g4731	
OG0017087	g25944, g25945	g25945, g25944	g25944, g25945																
OG0017088	g26229		g26229	g12998, g6535	mf_13334, mf_6256														
OG0017089	g26238	g26238	g26238		mf_2581, mf_8250													g16572	
OG0017090	g26800	g26800	g26800	g23947, g17609	mf_5083														
OG0017091	g27084	g27084, g3312	g27084, g3312		mf_5401														
OG0017092	g27180	g27180	g27180	g4830	mf_10981													g19848	
OG0017093	g27503									g5006	g5006						g5006	g5006	g5006
OG0017094	g27641, g28451	g27641	g27641	g19299	mf_13771														
OG0017095	g27817	g27817	g27817		mf_3303, mf_6704, mf_12902														
OG0017096	g27987	g27987	g27987	g28947		10868.g479, 7147.g479													
OG0017097	g28236	g28236	g28236		mf_503													g24093, g6731	
OG0017098	g28640	g28640	g28640		mf_1132													g20659, g22949	
OG0017099	g28679	g28679	g28679	g11408, g19402	mf_14803														
OG0017100	g28713	g28713	g28713	g10986, g10445, g22933															
OG0017101	g28768	g14643, g28768		g27191, g2305, g11837															
OG0017102	g28978	g28978	g28978	g16494, g24722														g20826	
OG0017103	g29145	g29145	g29145	g7295, g14768														g23780	
OG0017104	g29364	g29364	g29364	g26133		1442.g9510												g24425	
OG0017105	g29390	g29390	g29390		mf_5232, mf_8369	7561.g2347													
OG0017106	g29789	g29789	g29789	g27439, g30952	mf_9095														
OG0017107	g30018	g30018	g30018			173.g20017, 9453.g20017										g20017			
OG0017108	g30060	g30060	g30060	g12148, g7232	mf_819														
OG0017109	g30110	g30110	g30110		mf_5841													g24562, g23151	
OG0017110	g5048, g278									g15990							g15990	g15990	g15990
OG0017111	g287, g288	g288, g287	g288, g287																
OG0017112	g17807, g509	g509, g17807	g509, g17807																
OG0017113	g24620, g536	g24620, g536	g24620, g536																
OG0017114	g21111, g615	g21111, g615	g21111, g615																
OG0017115	g24752, g654	g24752, g654	g654, g24752																
OG0017116	g2572	g2572	g2572, g19086	g27082														g23773	
OG0017117	g16416, g2710	g2710, g16416	g16416, g2710																
OG0017118	g2880	g2880	g2880	g26079, g25153														g24534	
OG0017119	g3013	g3013	g3013	g25600	mf_1481	12570.g2288													
OG0017120	g4130	g4130	g4130															g15086, g14786, g12401	
OG0017121	g4810, g4805	g4805, g4810	g4810, g4805																
OG0017122	g7458, g5922	g5922, g7458	g5922															g17946	
OG0017123	g18537, g6229	g18537	g6229, g18537	g16728															
OG0017124	g6524, g7050	g7050, g6524	g6524, g7050																
OG0017125	g6636, g10431	g6636, g10431	g10431, g6636																
OG0017126	g7332, g23172	g23172, g7332	g23172, g7332																
OG0017127	g19988, g7411	g19988, g7411	g19988, g7411																
OG0017128	g7478, g19511	g19511, g7478	g7478													g18956			
OG0017129	g7732	g7732	g7732	g16510														g11814, g13117	
OG0017130	g23019, g7843	g23019, g7843	g23019, g7843																
OG0017131	g7955, g20040	g20040, g7955	g7955, g20040																
OG0017132	g8091, g8090	g8090, g8091	g8090, g8091																
OG0017133	g22967, g8629	g22967, g8629	g22967, g8629																
OG0017134	g8797, g8798	g8797, g8798	g8798	g19185															
OG0017135	g26867, g9045	g26867	g26867, g9045	g6541															
OG0017136	g9467, g10586	g10586, g9467	g9467															g8142	
OG0017137	g9488	g9488	g9488	g6020, g21175														g13402	
OG0017138	g9684	g9684	g9684	g8008	mf_11689, mf_14483														
OG0017139	g9741, g11473	g11473, g9741	g9741, g11473																
OG0017140	g9771	g9771	g9771	g17208, g30558														g14111	
OG0017141	g10127, g28297	g10127	g10127	g4638														g24624	
OG0017142	g21063, g10213	g21063, g10213	g10213, g21063																
OG0017143	g20607, g10400	g20607, g10400	g20607, g10400																
OG0017144	g10437	g10437	g10437	g5, g8548	mf_6702														
OG0017145	g10527	g10527	g10527															g24934, g10410, g6892	
